ダウンロードした時刻：2019/11/19 11:05:18,,,,,,,,,,,,,
2019/3/18,5.1,8,1,10.3,8,1,-1.9,8,1,0,1,8,1
2019/3/19,8.6,8,1,12.2,8,1,4.8,8,1,0,1,8,1
2019/3/20,9,8,1,14.1,8,1,2.8,8,1,0,1,8,1
2019/3/21,7.2,8,1,10.7,8,1,4.7,8,1,0,1,8,1
2019/3/22,3.1,8,1,8.5,8,1,-1.2,8,1,0,1,8,1
2019/3/23,-0.9,8,1,3.4,8,1,-4.5,8,1,0,1,8,1
2019/3/24,-0.7,8,1,1.5,8,1,-3.3,8,1,4,0,8,1
2019/3/25,5.5,8,1,10.9,8,1,-0.1,8,1,0,1,8,1
2019/3/26,4.7,8,1,9.8,8,1,0,8,1,0,1,8,1
2019/3/27,2.8,8,1,5.9,8,1,0.4,8,1,0,1,8,1
2019/3/28,0.6,8,1,3.9,8,1,-2.5,8,1,0,1,8,1
2019/3/29,0.1,8,1,4.9,8,1,-4.3,8,1,0,1,8,1
2019/3/30,1,8,1,5.5,8,1,-5.2,8,1,0,1,8,1
2019/3/31,0.4,8,1,2.1,8,1,-0.7,8,1,4,0,8,1
2019/4/1,1.7,8,1,7.4,8,1,-2.9,8,1,1,0,8,1
2019/4/2,0.7,8,1,4.7,8,1,-1.5,8,1,7,0,8,1
2019/4/3,1.8,8,1,7.4,8,1,-3,8,1,1,0,8,1
2019/4/4,3.8,8,1,10.6,8,1,-1.4,8,1,0,1,8,1
2019/4/5,5.3,8,1,9.6,8,1,2.8,8,1,0,1,8,1
2019/4/6,5.1,8,1,9.4,8,1,2.6,8,1,0,1,8,1
2019/4/7,5.2,8,1,10.3,8,1,1.4,8,1,0,1,8,1
2019/4/8,4.5,8,1,9.7,8,1,0.1,8,1,0,1,8,1
2019/4/9,5.5,8,1,11.1,8,1,-0.6,8,1,0,1,8,1
2019/4/10,6.8,8,1,12.1,8,1,0.9,8,1,0,1,8,1
2019/4/11,6,8,1,10.8,8,1,1.6,8,1,0,1,8,1
2019/4/12,6.4,8,1,12.7,8,1,-1,8,1,0,1,8,1
2019/4/13,7.7,8,1,14.1,8,1,0.2,8,1,0,1,8,1
2019/4/14,10,8,1,15.3,8,1,4.6,8,1,0,1,8,1
2019/4/15,8.8,8,1,11.6,8,1,6.5,8,1,0,1,8,1
2019/4/16,10.3,8,1,15,8,1,6.3,8,1,0,1,8,1
2019/4/17,13.1,8,1,19.9,8,1,5.7,8,1,0,1,8,1
2019/4/18,13.2,8,1,19.4,8,1,6.1,8,1,0,1,8,1
2019/4/19,8.5,8,1,14.6,8,1,1.8,8,1,0,1,8,1
2019/4/20,7.4,8,1,12.8,8,1,1.6,8,1,0,1,8,1
2019/4/21,9,8,1,15,8,1,2,8,1,0,1,8,1
2019/4/22,12.3,8,1,18.5,8,1,6.2,8,1,0,1,8,1
2019/4/23,10.5,8,1,16.1,8,1,3.2,8,1,0,1,8,1
2019/4/24,14.5,8,1,21.1,8,1,6.8,8,1,0,1,8,1
2019/4/25,11.1,8,1,15.7,8,1,4.9,8,1,0,1,8,1
2019/4/26,4.4,8,1,8.1,8,1,1.5,8,1,0,1,8,1
2019/4/27,3.8,8,1,5.8,8,1,1.7,8,1,0,1,8,1
2019/4/28,8,8,1,13.3,8,1,1.5,8,1,0,1,8,1
2019/4/29,11.1,8,1,18,8,1,4.9,8,1,0,1,8,1
2019/4/30,11.7,8,1,18.9,8,1,4.6,8,1,0,1,8,1
2019/5/1,11.7,8,1,15.5,8,1,10.6,8,1,0,1,8,1
2019/5/2,9.4,8,1,12.6,8,1,6.4,8,1,0,1,8,1
2019/5/3,11.6,8,1,17.4,8,1,7.4,8,1,0,1,8,1
2019/5/4,12.2,8,1,18.8,8,1,5.1,8,1,0,1,8,1
2019/5/5,13.4,8,1,20,8,1,6.3,8,1,0,1,8,1
2019/5/6,13.9,8,1,21.9,8,1,7.8,8,1,0,1,8,1
2019/5/7,11.2,8,1,15.9,8,1,7.5,8,1,0,1,8,1
2019/5/8,11.1,8,1,15.5,8,1,7,8,1,0,1,8,1
2019/5/9,13.4,8,1,17.9,8,1,7.4,8,1,0,1,8,1
2019/5/10,13.1,8,1,18.7,8,1,8.7,8,1,0,1,8,1
2019/5/11,10,8,1,14.1,8,1,5.4,8,1,0,1,8,1
2019/5/12,9.6,8,1,14.4,8,1,3.3,8,1,0,1,8,1
2019/5/13,11.8,8,1,17.3,8,1,5.4,8,1,0,1,8,1
2019/5/14,14.1,8,1,21.8,8,1,6.8,8,1,0,1,8,1
2019/5/15,14,8,1,19.3,8,1,10.1,8,1,0,1,8,1
2019/5/16,12.5,8,1,16.8,8,1,9.4,8,1,0,1,8,1
2019/5/17,11.6,8,1,15.7,8,1,8.8,8,1,0,1,8,1
2019/5/18,13.7,8,1,18.2,8,1,10,8,1,0,1,8,1
2019/5/19,16,8,1,21.6,8,1,10.6,8,1,0,1,8,1
2019/5/20,18.3,8,1,25.6,8,1,10.9,8,1,0,1,8,1
2019/5/21,15.9,8,1,18.5,8,1,12,8,1,0,1,8,1
2019/5/22,16.1,8,1,21.2,8,1,9.7,8,1,0,1,8,1
2019/5/23,17.4,8,1,23.3,8,1,12.8,8,1,0,1,8,1
2019/5/24,16.6,8,1,23.2,8,1,10.8,8,1,0,1,8,1
2019/5/25,18.3,8,1,25.6,8,1,10.8,8,1,0,1,8,1
2019/5/26,21.8,8,1,28,8,1,15.6,8,1,0,1,8,1
2019/5/27,21.2,8,1,27.4,8,1,13.3,8,1,0,1,8,1
2019/5/28,17,8,1,21.7,8,1,11.5,8,1,0,1,8,1
2019/5/29,14.5,8,1,20,8,1,10.2,8,1,0,1,8,1
2019/5/30,17.5,8,1,24.4,8,1,12.2,8,1,0,1,8,1
2019/5/31,16.5,8,1,21.9,8,1,13.2,8,1,0,1,8,1
2019/6/1,16.2,8,1,21,8,1,10.4,8,1,0,1,8,1
2019/6/2,17.1,8,1,22.3,8,1,12.1,8,1,0,1,8,1
2019/6/3,16.9,8,1,22.1,8,1,11.3,8,1,0,1,8,1
2019/6/4,17.4,8,1,22.5,8,1,11.8,8,1,0,1,8,1
2019/6/5,17.5,8,1,22.2,8,1,14.8,8,1,0,1,8,1
2019/6/6,16.6,8,1,20,8,1,14.3,8,1,0,1,8,1
2019/6/7,17.3,8,1,21.7,8,1,13.9,8,1,0,1,8,1
2019/6/8,16.7,8,1,21.4,8,1,14,8,1,0,1,8,1
2019/6/9,16.5,8,1,20.3,8,1,12.7,8,1,0,1,8,1
2019/6/10,15.1,8,1,19.8,8,1,12.3,8,1,0,1,8,1
2019/6/11,15.3,8,1,19.6,8,1,12,8,1,0,1,8,1
2019/6/12,15.7,8,1,20.2,8,1,10.9,8,1,0,1,8,1
2019/6/13,17.4,8,1,23.2,8,1,12.2,8,1,0,1,8,1
2019/6/14,18,8,1,23.8,8,1,11.3,8,1,0,1,8,1
2019/6/15,17.8,8,1,25.2,8,1,14.2,8,1,0,1,8,1
2019/6/16,16.3,8,1,19.6,8,1,14.1,8,1,0,1,8,1
2019/6/17,13.6,8,1,18.3,8,1,8.5,8,1,0,1,8,1
2019/6/18,14.9,8,1,20.6,8,1,8.3,8,1,0,1,8,1
2019/6/19,17,8,1,22.2,8,1,10.1,8,1,0,1,8,1
2019/6/20,17.3,8,1,22.5,8,1,13,8,1,0,1,8,1
2019/6/21,18,8,1,21,8,1,15.6,8,1,0,1,8,1
2019/6/22,17.5,8,1,19.6,8,1,16,8,1,0,1,8,1
2019/6/23,16.3,8,1,19.6,8,1,14.9,8,1,0,1,8,1
2019/6/24,17.7,8,1,22.5,8,1,14.4,8,1,0,1,8,1
2019/6/25,18.7,8,1,23.7,8,1,13.7,8,1,0,1,8,1
2019/6/26,19.6,8,1,24.5,8,1,15.1,8,1,0,1,8,1
2019/6/27,20.3,8,1,24.2,8,1,15.4,8,1,0,1,8,1
2019/6/28,17,8,1,19.3,8,1,13.7,8,1,0,1,8,1
2019/6/29,15.5,8,1,17.5,8,1,13.7,8,1,0,1,8,1
2019/6/30,16.1,8,1,17.5,8,1,15.2,8,1,0,1,8,1
2019/7/1,17,8,1,19.2,8,1,15.1,8,1,0,1,8,1
2019/7/2,19.2,8,1,23.6,8,1,17.2,8,1,0,1,8,1
2019/7/3,19.4,8,1,23.7,8,1,16.5,8,1,0,1,8,1
2019/7/4,17.3,8,1,18.9,8,1,16.4,8,1,0,1,8,1
2019/7/5,18.2,8,1,21.9,8,1,16,8,1,0,1,8,1
2019/7/6,18.3,8,1,20.7,8,1,16.3,8,1,0,1,8,1
2019/7/7,17.8,8,1,20,8,1,16.3,8,1,0,1,8,1
2019/7/8,18,8,1,22.2,8,1,14.7,8,1,0,1,8,1
2019/7/9,18.1,8,1,23.2,8,1,13.7,8,1,0,1,8,1
2019/7/10,18.3,8,1,24.2,8,1,12.6,8,1,0,1,8,1
2019/7/11,18.6,8,1,23,8,1,15.6,8,1,0,1,8,1
2019/7/12,17.8,8,1,20.5,8,1,16.7,8,1,0,1,8,1
2019/7/13,19.9,8,1,23.1,8,1,17.8,8,1,0,1,8,1
2019/7/14,20,8,1,24.9,8,1,16.4,8,1,0,1,8,1
2019/7/15,19.3,8,1,23.5,8,1,17,8,1,0,1,8,1
2019/7/16,18,8,1,20,8,1,15.9,8,1,0,1,8,1
2019/7/17,20.4,8,1,24.4,8,1,16.5,8,1,0,1,8,1
2019/7/18,21.7,8,1,26.1,8,1,18.8,8,1,0,1,8,1
2019/7/19,20.5,8,1,23.3,8,1,18.5,8,1,0,1,8,1
2019/7/20,21,8,1,24.6,8,1,17.5,8,1,0,1,8,1
2019/7/21,19.4,8,1,23.1,8,1,17.8,8,1,0,1,8,1
2019/7/22,19.5,8,1,22.4,8,1,18.2,8,1,0,1,8,1
2019/7/23,20,8,1,23.2,8,1,18.2,8,1,0,1,8,1
2019/7/24,22.5,8,1,27.3,8,1,18.7,8,1,0,1,8,1
2019/7/25,24.1,8,1,28.3,8,1,21.1,8,1,0,1,8,1
2019/7/26,24.3,8,1,27.4,8,1,22.5,8,1,0,1,8,1
2019/7/27,25.3,8,1,27.6,8,1,23.3,8,1,0,1,8,1
2019/7/28,25.6,8,1,29.8,8,1,22.9,8,1,0,1,8,1
2019/7/29,25,8,1,27.8,8,1,23,8,1,0,1,8,1
2019/7/30,26,8,1,29.7,8,1,23.4,8,1,0,1,8,1
2019/7/31,26.4,8,1,29.9,8,1,24.1,8,1,0,1,8,1
2019/8/1,26.1,8,1,29.4,8,1,24,8,1,0,1,8,1
2019/8/2,26.2,8,1,30.2,8,1,22.7,8,1,0,1,8,1
2019/8/3,25.3,8,1,30,8,1,21.1,8,1,0,1,8,1
2019/8/4,24.6,8,1,30.1,8,1,19.9,8,1,0,1,8,1
2019/8/5,24.1,8,1,28.4,8,1,20.8,8,1,0,1,8,1
2019/8/6,25.6,8,1,31.1,8,1,20.2,8,1,0,1,8,1
2019/8/7,25.1,8,1,28.8,8,1,21.2,8,1,0,1,8,1
2019/8/8,25,8,1,29.4,8,1,22.9,8,1,0,1,8,1
2019/8/9,24.8,8,1,29,8,1,18.5,8,1,0,1,8,1
2019/8/10,18.2,8,1,19.1,8,1,17.2,8,1,0,1,8,1
2019/8/11,18.7,8,1,19.8,8,1,17.8,8,1,0,1,8,1
2019/8/12,22.1,8,1,26.1,8,1,19.1,8,1,0,1,8,1
2019/8/13,24.3,8,1,28.8,8,1,20.7,8,1,0,1,8,1
2019/8/14,19.6,8,1,20.9,8,1,18.9,8,1,0,1,8,1
2019/8/15,21.9,8,1,23.6,8,1,19.4,8,1,0,1,8,1
2019/8/16,25.5,8,1,28.7,8,1,23.5,8,1,0,1,8,1
2019/8/17,24.8,8,1,28.7,8,1,20.6,8,1,0,1,8,1
2019/8/18,24.4,8,1,30.1,8,1,19.2,8,1,0,1,8,1
2019/8/19,22.9,8,1,26.7,8,1,20.3,8,1,0,1,8,1
2019/8/20,20.4,8,1,21.5,8,1,19.7,8,1,0,1,8,1
2019/8/21,20.3,8,1,21.5,8,1,19.6,8,1,0,1,8,1
2019/8/22,19.7,8,1,20.8,8,1,18.8,8,1,0,1,8,1
2019/8/23,20.4,8,1,23,8,1,18.6,8,1,0,1,8,1
2019/8/24,21.5,8,1,25.7,8,1,17.6,8,1,0,1,8,1
2019/8/25,19.3,8,1,24,8,1,15.7,8,1,0,1,8,1
2019/8/26,19.1,8,1,24.6,8,1,12.9,8,1,0,1,8,1
2019/8/27,21,8,1,26.2,8,1,15.7,8,1,0,1,8,1
2019/8/28,21.9,8,1,23.8,8,1,21,8,1,0,1,8,1
2019/8/29,22.4,8,1,27.2,8,1,18.4,8,1,0,1,8,1
2019/8/30,21.4,8,1,26.8,8,1,17.8,8,1,0,1,8,1
2019/8/31,23.4,8,1,28.1,8,1,19.4,8,1,0,1,8,1
2019/9/1,22,8,1,27.3,8,1,17.6,8,1,0,1,8,1
2019/9/2,21.9,8,1,27,8,1,17.5,8,1,0,1,8,1
2019/9/3,21,8,1,25.8,8,1,15.2,8,1,0,1,8,1
2019/9/4,19.6,8,1,25.3,8,1,12.8,8,1,0,1,8,1
2019/9/5,21.1,8,1,26.3,8,1,15.7,8,1,0,1,8,1
2019/9/6,23.4,8,1,27.4,8,1,18.8,8,1,0,1,8,1
2019/9/7,25.4,8,1,30.3,8,1,22.5,8,1,0,1,8,1
2019/9/8,25,8,1,28.8,8,1,21.1,8,1,0,1,8,1
2019/9/9,26.4,8,1,30.6,8,1,23.3,8,1,0,1,8,1
2019/9/10,25,8,1,30.6,8,1,18.7,8,1,0,1,8,1
2019/9/11,17.9,8,1,20.3,8,1,14.4,8,1,0,1,8,1
2019/9/12,18.7,8,1,24,8,1,14.1,8,1,0,1,8,1
2019/9/13,18.1,8,1,23.8,8,1,12.3,8,1,0,1,8,1
2019/9/14,21.2,8,1,25.5,8,1,15.9,8,1,0,1,8,1
2019/9/15,21.4,8,1,24.4,8,1,18.6,8,1,0,1,8,1
2019/9/16,22.9,8,1,25.9,8,1,20.5,8,1,0,1,8,1
2019/9/17,20.8,8,1,26.6,8,1,15.2,8,1,0,1,8,1
2019/9/18,18.9,8,1,23.6,8,1,14.3,8,1,0,1,8,1
2019/9/19,15,8,1,19.1,8,1,9.9,8,1,0,1,8,1
2019/9/20,16,8,1,21,8,1,11.1,8,1,0,1,8,1
2019/9/21,15.7,8,1,21.3,8,1,9.8,8,1,0,1,8,1
2019/9/22,17.7,8,1,22.3,8,1,14,8,1,0,1,8,1
2019/9/23,17.5,8,1,19.9,8,1,15.9,8,1,0,1,8,1
2019/9/24,18.2,8,1,23,8,1,11.5,8,1,0,1,8,1
2019/9/25,13.9,8,1,19.9,8,1,8.6,8,1,0,1,8,1
2019/9/26,15.8,8,1,23.4,8,1,7.9,8,1,0,1,8,1
2019/9/27,18.2,8,1,24.5,8,1,13.7,8,1,0,1,8,1
2019/9/28,18.3,8,1,23.5,8,1,12.9,8,1,0,1,8,1
2019/9/29,18.1,8,1,22.4,8,1,13.6,8,1,0,1,8,1
2019/9/30,19.7,8,1,24.8,8,1,14.8,8,1,0,1,8,1
2019/10/1,18.1,8,1,24.8,8,1,11.9,8,1,0,1,8,1
2019/10/2,19.3,8,1,24.9,8,1,13.8,8,1,0,1,8,1
2019/10/3,20.1,8,1,23.6,8,1,15.6,8,1,0,1,8,1
2019/10/4,20.1,8,1,23.5,8,1,17.7,8,1,0,1,8,1
2019/10/5,17.2,8,1,20.9,8,1,12.9,8,1,0,1,8,1
2019/10/6,13.4,8,1,18.7,8,1,8.8,8,1,0,1,8,1
2019/10/7,15.8,8,1,19.7,8,1,9.7,8,1,0,1,8,1
2019/10/8,16.4,8,1,19.1,8,1,12.4,8,1,0,1,8,1
2019/10/9,13.2,8,1,17.7,8,1,9.3,8,1,0,1,8,1
2019/10/10,15.4,8,1,20.4,8,1,9.5,8,1,0,1,8,1
2019/10/11,17.2,8,1,20.3,8,1,13.9,8,1,0,1,8,1
2019/10/12,15,8,1,16.8,8,1,13.2,8,1,0,1,8,1
2019/10/13,12.2,8,1,16.6,8,1,6.6,8,1,0,1,8,1
2019/10/14,11.9,8,1,17.3,8,1,5.6,8,1,0,1,8,1
2019/10/15,9.4,8,1,14.1,8,1,4.7,8,1,0,1,8,1
2019/10/16,10.6,8,1,16.1,8,1,4.3,8,1,0,1,8,1
2019/10/17,9,8,1,14.8,8,1,4.3,8,1,0,1,8,1
2019/10/18,9.7,8,1,15.2,8,1,2.2,8,1,0,1,8,1
2019/10/19,14.9,8,1,16.2,8,1,13.3,8,1,0,1,8,1
2019/10/20,14,8,1,19.3,8,1,9.6,8,1,0,1,8,1
2019/10/21,13.4,8,1,18.6,8,1,8.2,8,1,0,1,8,1
2019/10/22,15.2,8,1,19.1,8,1,10.4,8,1,0,1,8,1
2019/10/23,15.2,8,1,21.6,8,1,9,8,1,0,1,8,1
2019/10/24,13.6,8,1,18.6,8,1,7.1,8,1,0,1,8,1
2019/10/25,15.1,8,1,16.3,8,1,13.8,8,1,0,1,8,1
2019/10/26,14.6,8,1,15.7,8,1,12.7,8,1,0,1,8,1
2019/10/27,10.6,8,1,13.8,8,1,5.3,8,1,0,1,8,1
2019/10/28,9.2,8,1,16.1,8,1,3.5,8,1,0,1,8,1
2019/10/29,12.3,8,1,18.2,8,1,4.9,8,1,0,1,8,1
2019/10/30,11.8,8,1,15.6,8,1,8,8,1,0,1,8,1
2019/10/31,13.3,8,1,17.5,8,1,7.4,8,1,0,1,8,1
2019/11/1,11.9,8,1,16.1,8,1,9.5,8,1,0,1,8,1
2019/11/2,11.6,8,1,14.3,8,1,9.5,8,1,0,1,8,1
2019/11/3,7.5,8,1,12.1,8,1,1.8,8,1,0,1,8,1
2019/11/4,6.2,8,1,12.2,8,1,1.2,8,1,0,1,8,1
2019/11/5,7.1,8,1,12,8,1,0.4,8,1,0,1,5,1
2019/11/6,6.6,8,1,9.8,8,1,1.6,8,1,0,1,8,1
2019/11/7,4.9,8,1,8.2,8,1,1.1,8,1,0,1,8,1
2019/11/8,4.7,8,1,7.4,8,1,2.7,8,1,0,1,8,1
2019/11/9,3.9,8,1,6.1,8,1,1.4,8,1,0,1,8,1
2019/11/10,4.7,8,1,9.2,8,1,1.7,8,1,0,1,8,1
2019/11/11,9.3,8,1,14.5,8,1,1.4,8,1,0,1,8,1
2019/11/12,9.4,8,1,13.4,8,1,3.4,8,1,0,1,8,1
2019/11/13,9.5,8,1,15.2,8,1,1.7,8,1,0,1,8,1
2019/11/14,4.5,8,1,14.9,8,1,-2.4,8,1,1,0,8,1
2019/11/15,1.9,8,1,4,8,1,-1,8,1,0,1,8,1
2019/11/16,3.6,8,1,5.7,8,1,1.5,8,1,0,1,8,1
2019/11/17,1.5,8,1,4.3,8,1,-1.5,8,1,0,1,8,1
2019/11/18,6.5,8,1,10.9,8,1,-1,8,1,0,1,8,1
